tweet_count,city,body,date,hashtags,link,geo,tokenized,cleaned,predicted,pos,neg,neu,compound,sentiment
761,Los Angeles,"#ktlaopenforbusiness @Michelangelo_Silverlake is open for business offering delivery and takeout. You can call the restaurant or we also partner with Postmates, UberEats, Grubhub &amp; DoorDash – at Michelangelo Ristorante",2020-04-04 18:47:57+00:00,#ktlaopenforbusiness,https://twitter.com/MichelangeloLA/status/1246509829721436162,,"['#', 'ktlaopenforbusiness', '@', 'Michelangelo_Silverlake', 'is', 'open', 'for', 'business', 'offering', 'delivery', 'and', 'takeout', '.', 'You', 'can', 'call', 'the', 'restaurant', 'or', 'we', 'also', 'partner', 'with', 'Postmates', ',', 'UberEats', ',', 'Grubhub', '&', 'amp', ';', 'DoorDash', '–', 'at', 'Michelangelo', 'Ristorante']","['ktlaopenforbusiness', 'michelangelo_silverlake', 'open', 'business', 'offering', 'delivery', 'takeout', 'call', 'restaurant', 'also', 'partner', 'postmates', 'ubereats', 'grubhub', 'amp', 'doordash', '–', 'michelangelo', 'ristorante']",Positive,0.0,0.0,1.0,0.0,Positive
762,Los Angeles,"#StillOpen @Michelangelo_Silverlake is open for business offering delivery and takeout. You can call the restaurant or we also partner with Postmates, UberEats, Grubhub &amp; DoorDash @specNews1SoCal #OneSoCal – at Michelangelo Ristorante",2020-04-04 18:44:28+00:00,#StillOpen #OneSoCal,https://twitter.com/MichelangeloLA/status/1246508955955679233,,"['#', 'StillOpen', '@', 'Michelangelo_Silverlake', 'is', 'open', 'for', 'business', 'offering', 'delivery', 'and', 'takeout', '.', 'You', 'can', 'call', 'the', 'restaurant', 'or', 'we', 'also', 'partner', 'with', 'Postmates', ',', 'UberEats', ',', 'Grubhub', '&', 'amp', ';', 'DoorDash', '@', 'specNews1SoCal', '#', 'OneSoCal', '–', 'at', 'Michelangelo', 'Ristorante']","['stillopen', 'michelangelo_silverlake', 'open', 'business', 'offering', 'delivery', 'takeout', 'call', 'restaurant', 'also', 'partner', 'postmates', 'ubereats', 'grubhub', 'amp', 'doordash', 'specnews1socal', 'onesocal', '–', 'michelangelo', 'ristorante']",Positive,0.0,0.0,1.0,0.0,Positive
763,Los Angeles,Ordered pancakes and six Gatorades on UberEats!,2020-04-04 16:44:25+00:00,,https://twitter.com/drewhansen11/status/1246478743519907841,,"['Ordered', 'pancakes', 'and', 'six', 'Gatorades', 'on', 'UberEats', '!']","['ordered', 'pancake', 'six', 'gatorades', 'ubereats']",Positive,0.0,0.0,1.0,0.0,Positive
764,Los Angeles,"Saturday Vibes... Jerk Chicken Mac & Cheese. We’re OPEN 11am-7pm 🇯🇲 order at http://abeautifullifecafe.com, UBEREATS, POSTMATES, CAVIAR &amp; DOORDASH or PICK UP/TAKE OUT at 216 S Spring st. DTLA/ Call Ahead: 📱 (213) 972.9900… https://www.instagram.com/p/B-kMrjqhpMM/?igshid=ic2naz0p62q",2020-04-04 16:26:13+00:00,,https://twitter.com/abljamaicanfood/status/1246474161100337152,,"['Saturday', 'Vibes', '...', 'Jerk', 'Chicken', 'Mac', '&', 'Cheese', '.', 'We', '’', 're', 'OPEN', '11am-7pm', '🇯🇲', 'order', 'at', 'http', ':', '//abeautifullifecafe.com', ',', 'UBEREATS', ',', 'POSTMATES', ',', 'CAVIAR', '&', 'amp', ';', 'DOORDASH', 'or', 'PICK', 'UP/TAKE', 'OUT', 'at', '216', 'S', 'Spring', 'st.', 'DTLA/', 'Call', 'Ahead', ':', '📱', '(', '213', ')', '972.9900…', 'https', ':', '//www.instagram.com/p/B-kMrjqhpMM/', '?', 'igshid=ic2naz0p62q']","['saturday', 'vibes', '...', 'jerk', 'chicken', 'mac', 'cheese', '’', 'open', '11am-7pm', '🇯🇲', 'order', 'http', '//abeautifullifecafe.com', 'ubereats', 'postmates', 'caviar', 'amp', 'doordash', 'pick', 'up/take', '216', 'spring', 'st.', 'dtla/', 'call', 'ahead', '📱', '213', '972.9900…', 'http', '//www.instagram.com/p/b-kmrjqhpmm/', 'igshid=ic2naz0p62q']",Positive,0.0,0.066,0.934,-0.34,Negative
765,Los Angeles,That foo was like some chinito he said he knows u from high school I was like wtf whooo lol,2020-04-04 07:17:06+00:00,,https://twitter.com/mamba_bee/status/1246335972519755777,,"['That', 'foo', 'was', 'like', 'some', 'chinito', 'he', 'said', 'he', 'knows', 'u', 'from', 'high', 'school', 'I', 'was', 'like', 'wtf', 'whooo', 'lol']","['foo', 'like', 'chinito', 'say', 'know', 'u', 'high', 'school', 'like', 'wtf', 'whooo', 'lol']",Negative,0.398,0.194,0.408,0.4588,Positive
766,Los Angeles,So obviously we can’t be hanging out with friends but @STELLAVlCTORlA lol she got me good .sent me some ice creams to my house thanks to @UberEats I was shook thanks girly and than my dad was making me think it was some secret admirer lol ,2020-04-04 07:11:54+00:00,,https://twitter.com/mamba_bee/status/1246334666279227392,,"['So', 'obviously', 'we', 'can', '’', 't', 'be', 'hanging', 'out', 'with', 'friends', 'but', '@', 'STELLAVlCTORlA', 'lol', 'she', 'got', 'me', 'good', '.sent', 'me', 'some', 'ice', 'creams', 'to', 'my', 'house', 'thanks', 'to', '@', 'UberEats', 'I', 'was', 'shook', 'thanks', 'girly', 'and', 'than', 'my', 'dad', 'was', 'making', 'me', 'think', 'it', 'was', 'some', 'secret', 'admirer', 'lol']","['obviously', '’', 'hang', 'friend', 'stellavlctorla', 'lol', 'get', 'good', '.sent', 'ice', 'cream', 'house', 'thanks', 'ubereats', 'shook', 'thanks', 'girly', 'dad', 'make', 'think', 'secret', 'admirer', 'lol']",Negative,0.553,0.038,0.409,0.9578,Positive
767,Los Angeles,Amazed at how quickly this McFlurry arrived cc @UberEats,2020-04-04 05:30:01+00:00,,https://twitter.com/erikEzambrano/status/1246309026373095424,,"['Amazed', 'at', 'how', 'quickly', 'this', 'McFlurry', 'arrived', 'cc', '@', 'UberEats']","['amazed', 'quickly', 'mcflurry', 'arrive', 'cc', 'ubereats']",Negative,0.39,0.0,0.61,0.4939,Positive
768,Los Angeles,I just went Diamond on Uber Eats Smfh,2020-04-04 03:52:46+00:00,,https://twitter.com/Ksace_/status/1246284551023759361,,"['I', 'just', 'went', 'Diamond', 'on', 'Uber', 'Eats', 'Smfh']","['go', 'diamond', 'uber', 'eats', 'smfh']",Negative,0.375,0.0,0.625,0.34,Positive
769,Los Angeles,fav ramen spot we always go to still recognizes us even over ubereats 😭 we always say “see you tomorrow” because of how often @bbonbonss and I eat there!,2020-04-04 02:57:51+00:00,,https://twitter.com/wintercaptains/status/1246270732948123648,,"['fav', 'ramen', 'spot', 'we', 'always', 'go', 'to', 'still', 'recognizes', 'us', 'even', 'over', 'ubereats', '😭', 'we', 'always', 'say', '“', 'see', 'you', 'tomorrow', '”', 'because', 'of', 'how', 'often', '@', 'bbonbonss', 'and', 'I', 'eat', 'there', '!']","['fav', 'ramen', 'spot', 'always', 'go', 'still', 'recognize', 'us', 'even', 'ubereats', '😭', 'always', 'say', '“', 'see', 'tomorrow', '”', 'often', 'bbonbonss', 'eat']",Negative,0.111,0.114,0.775,-0.0258,Negative
770,Los Angeles,I have Dashpass so I’m really trying to use Doordash right now. But because I’m hungry Uber eats and Grub hub may need to be options today,2020-04-04 00:25:30+00:00,,https://twitter.com/AdrienneFord/status/1246232389216395265,,"['I', 'have', 'Dashpass', 'so', 'I', '’', 'm', 'really', 'trying', 'to', 'use', 'Doordash', 'right', 'now', '.', 'But', 'because', 'I', '’', 'm', 'hungry', 'Uber', 'eats', 'and', 'Grub', 'hub', 'may', 'need', 'to', 'be', 'options', 'today']","['dashpass', '’', 'really', 'try', 'use', 'doordash', 'right', '’', 'hungry', 'uber', 'eats', 'grub', 'hub', 'may', 'need', 'option', 'today']",Negative,0.0,0.0,1.0,0.0,Positive
771,Los Angeles,@UberEats I placed an order with UberEats... the driver claimed he delivered my items and he didn’t even show up to the location. I want my money back now!,2020-04-03 19:13:12+00:00,,https://twitter.com/MsNastyBalboa/status/1246153797434396673,,"['@', 'UberEats', 'I', 'placed', 'an', 'order', 'with', 'UberEats', '...', 'the', 'driver', 'claimed', 'he', 'delivered', 'my', 'items', 'and', 'he', 'didn', '’', 't', 'even', 'show', 'up', 'to', 'the', 'location', '.', 'I', 'want', 'my', 'money', 'back', 'now', '!']","['ubereats', 'place', 'order', 'ubereats', '...', 'driver', 'claim', 'deliver', 'item', '’', 'even', 'show', 'location', 'want', 'money', 'back']",Negative,0.08,0.0,0.92,0.0772,Positive
772,Los Angeles,Anyway to try this combo in LA?,2020-04-03 19:05:43+00:00,,https://twitter.com/TheLAeats/status/1246151914443534336,,"['Anyway', 'to', 'try', 'this', 'combo', 'in', 'LA', '?']","['anyway', 'try', 'combo', 'la']",Negative,0.0,0.0,1.0,0.0,Positive
773,Los Angeles,"🚨 buy 1 GET 1 FREE 🚨 on UberEats from Littl Tokyo Location, Monterey Park Location, Elmonte Location Now!! #ubereats #buy1get1free #daikokuya #ramentogo #quarantine #quarantineweekwnd #quarantinefoodlife #quarantinelife #delivery #eatgoodinhome #gooddeal – at Daikokuya",2020-04-03 18:56:39+00:00,#ubereats #buy1get1free #daikokuya #ramentogo #quarantine #quarantineweekwnd #quarantinefoodlife #quarantinelife #delivery #eatgoodinhome #gooddeal,https://twitter.com/DaikokuyaRamen/status/1246149631337103360,,"['🚨', 'buy', '1', 'GET', '1', 'FREE', '🚨', 'on', 'UberEats', 'from', 'Littl', 'Tokyo', 'Location', ',', 'Monterey', 'Park', 'Location', ',', 'Elmonte', 'Location', 'Now', '!', '!', '#', 'ubereats', '#', 'buy1get1free', '#', 'daikokuya', '#', 'ramentogo', '#', 'quarantine', '#', 'quarantineweekwnd', '#', 'quarantinefoodlife', '#', 'quarantinelife', '#', 'delivery', '#', 'eatgoodinhome', '#', 'gooddeal', '–', 'at', 'Daikokuya']","['🚨', 'buy', '1', 'get', '1', 'free', '🚨', 'ubereats', 'littl', 'tokyo', 'location', 'monterey', 'park', 'location', 'elmonte', 'location', 'ubereats', 'buy1get1free', 'daikokuya', 'ramentogo', 'quarantine', 'quarantineweekwnd', 'quarantinefoodlife', 'quarantinelife', 'delivery', 'eatgoodinhome', 'gooddeal', '–', 'daikokuya']",Positive,0.088,0.0,0.912,0.5106,Positive
774,Los Angeles,By the end of this I’m gonna be a connoisseur of the breakfast burritos of all the local joints. #onlytakeout #ubereats,2020-04-03 17:42:44+00:00,#onlytakeout #ubereats,https://twitter.com/RHornsby92/status/1246131031020670976,,"['By', 'the', 'end', 'of', 'this', 'I', '’', 'm', 'gon', 'na', 'be', 'a', 'connoisseur', 'of', 'the', 'breakfast', 'burritos', 'of', 'all', 'the', 'local', 'joints', '.', '#', 'onlytakeout', '#', 'ubereats']","['end', '’', 'gon', 'na', 'connoisseur', 'breakfast', 'burrito', 'local', 'joint', 'onlytakeout', 'ubereats']",Positive,0.0,0.0,1.0,0.0,Positive
775,Los Angeles,But Uber eats takes so much in fees https://twitter.com/MullinsLifeMgmt/status/1246124329290653702,2020-04-03 17:20:42+00:00,,https://twitter.com/toddbillion/status/1246125485064507393,,"['But', 'Uber', 'eats', 'takes', 'so', 'much', 'in', 'fees', 'https', ':', '//twitter.com/MullinsLifeMgmt/status/1246124329290653702']","['uber', 'eats', 'take', 'much', 'fee', 'http', '//twitter.com/mullinslifemgmt/status/1246124329290653702']",Positive,0.0,0.0,1.0,0.0,Positive
776,Los Angeles,I always tip black Uber eats drivers,2020-04-03 17:06:52+00:00,,https://twitter.com/toddbillion/status/1246122003934760961,,"['I', 'always', 'tip', 'black', 'Uber', 'eats', 'drivers']","['always', 'tip', 'black', 'uber', 'eat', 'driver']",Negative,0.0,0.0,1.0,0.0,Positive
777,Los Angeles,McDonald’s 24 hours Uber eats is life!,2020-04-03 07:30:18+00:00,,https://twitter.com/DaytonFrost/status/1245976905586601989,,"['McDonald', '’', 's', '24', 'hours', 'Uber', 'eats', 'is', 'life', '!']","['mcdonald', '’', '24', 'hour', 'uber', 'eats', 'life']",Negative,0.0,0.0,1.0,0.0,Positive
778,Los Angeles,Me; after I order UberEats for 12th time today: ,2020-04-03 04:41:45+00:00,,https://twitter.com/ThatdudeReyes_/status/1245934491501117440,,"['Me', ';', 'after', 'I', 'order', 'UberEats', 'for', '12th', 'time', 'today', ':']","['order', 'ubereats', '12th', 'time', 'today']",Negative,0.0,0.0,1.0,0.0,Positive
779,Los Angeles,Does Dulan’s use postmates or Ubereats,2020-04-03 04:16:45+00:00,,https://twitter.com/RON_dez_vous/status/1245928197784363009,,"['Does', 'Dulan', '’', 's', 'use', 'postmates', 'or', 'Ubereats']","['dulan', '’', 'use', 'postmates', 'ubereats']",Negative,0.0,0.0,1.0,0.0,Positive
780,Los Angeles,THURSDAY we’re at HOLLYWOOD ⭐️WALK OF FAME 📍6411 Hollywood Blvd Los Angeles CA 90028 from 4pm-12am🕰 “COME TASTE THE JERK” 🇯🇲😋🔥949.280.2796 ☎️call in orders and pick up only!! @postmates ubereats @grubhub ONLINE… https://www.instagram.com/p/B-gPj4ADly2/?igshid=znyqcptu7ct1,2020-04-03 03:34:25+00:00,,https://twitter.com/BEWAREOFDANGER/status/1245917545384669184,,"['THURSDAY', 'we', '’', 're', 'at', 'HOLLYWOOD', '⭐️WALK', 'OF', 'FAME', '📍6411', 'Hollywood', 'Blvd', 'Los', 'Angeles', 'CA', '90028', 'from', '4pm-12am🕰', '“', 'COME', 'TASTE', 'THE', 'JERK', '”', '🇯🇲😋🔥949.280.2796', '☎️call', 'in', 'orders', 'and', 'pick', 'up', 'only', '!', '!', '@', 'postmates', 'ubereats', '@', 'grubhub', 'ONLINE…', 'https', ':', '//www.instagram.com/p/B-gPj4ADly2/', '?', 'igshid=znyqcptu7ct1']","['thursday', '’', 'hollywood', '⭐️walk', 'fame', '📍6411', 'hollywood', 'blvd', 'los', 'angeles', 'ca', '90028', '4pm-12am🕰', '“', 'come', 'taste', 'jerk', '”', '🇯🇲😋🔥949.280.2796', '☎️call', 'order', 'pick', 'postmates', 'ubereats', 'grubhub', 'online…', 'http', '//www.instagram.com/p/b-gpj4adly2/', 'igshid=znyqcptu7ct1']",Positive,0.069,0.057,0.875,0.128,Positive
781,Los Angeles,If One uses Uber Eats One needn't worry about fries.,2020-04-03 03:08:49+00:00,,https://twitter.com/JettiWhitewolf/status/1245911104363982848,,"['If', 'One', 'uses', 'Uber', 'Eats', 'One', 'need', ""n't"", 'worry', 'about', 'fries', '.']","['one', 'use', 'uber', 'eats', 'one', 'need', ""n't"", 'worry', 'fry']",Negative,0.231,0.0,0.769,0.3412,Positive
782,Los Angeles,THURSDAY!! 📢🇯🇲HOLLYWOOD ⭐️WALK OF FAME 📍6411 Hollywood Blvd Los Angeles CA 90028 from 4pm-12am🕰 “COME TASTE THE JERK” 🇯🇲😋🔥949.280.2796 ☎️call in orders and pick up only!! @postmates ubereats @grubhub ONLINE… https://www.instagram.com/p/B-gArASj4sJ/?igshid=ngervesjf70x,2020-04-03 01:24:21+00:00,,https://twitter.com/BEWAREOFDANGER/status/1245884811358752773,,"['THURSDAY', '!', '!', '📢🇯🇲HOLLYWOOD', '⭐️WALK', 'OF', 'FAME', '📍6411', 'Hollywood', 'Blvd', 'Los', 'Angeles', 'CA', '90028', 'from', '4pm-12am🕰', '“', 'COME', 'TASTE', 'THE', 'JERK', '”', '🇯🇲😋🔥949.280.2796', '☎️call', 'in', 'orders', 'and', 'pick', 'up', 'only', '!', '!', '@', 'postmates', 'ubereats', '@', 'grubhub', 'ONLINE…', 'https', ':', '//www.instagram.com/p/B-gArASj4sJ/', '?', 'igshid=ngervesjf70x']","['thursday', '📢🇯🇲hollywood', '⭐️walk', 'fame', '📍6411', 'hollywood', 'blvd', 'los', 'angeles', 'ca', '90028', '4pm-12am🕰', '“', 'come', 'taste', 'jerk', '”', '🇯🇲😋🔥949.280.2796', '☎️call', 'order', 'pick', 'postmates', 'ubereats', 'grubhub', 'online…', 'http', '//www.instagram.com/p/b-garasj4sj/', 'igshid=ngervesjf70x']",Positive,0.069,0.057,0.875,0.128,Positive
783,Los Angeles,Day ????: I just ordered 3 cake slices on uber eats. 🖕🏼,2020-04-03 00:56:43+00:00,,https://twitter.com/Mariana3P0/status/1245877860474048513,,"['Day', '?', '?', '?', '?', ':', 'I', 'just', 'ordered', '3', 'cake', 'slices', 'on', 'uber', 'eats', '.', '🖕🏼']","['day', 'order', '3', 'cake', 'slice', 'uber', 'eats', '🖕🏼']",Positive,0.0,0.0,1.0,0.0,Positive
784,Los Angeles,Fresas con crema 😻stop by for our tasty treats or stay home &amp; order on #UberEats 👍🏼 ,2020-04-02 22:19:55+00:00,#UberEats,https://twitter.com/ElParaiso_LA/status/1245838399237279744,,"['Fresas', 'con', 'crema', '😻stop', 'by', 'for', 'our', 'tasty', 'treats', 'or', 'stay', 'home', '&', 'amp', ';', 'order', 'on', '#', 'UberEats', '👍🏼']","['fresas', 'con', 'crema', '😻stop', 'tasty', 'treat', 'stay', 'home', 'amp', 'order', 'ubereats', '👍🏼']",Positive,0.222,0.0,0.778,0.6908,Positive
785,Los Angeles,🤤🤤 JUST LOOK AT THIS BIG BURRITO 🌯🌯 LA’S FIRST HIBACHI BURRITO ONLY @BeniYaki! 🔥 OPEN DAILY 12PM - 10PM ⛽️⛽️⛽️ ORDER DELIVERY WITH @postmates @grubhub ubereats @doordash OR CALL US (213) 378-3677 FOR YOHR… https://www.instagram.com/p/B-fbWs4h-Tf/?igshid=8gonuka6sw35,2020-04-02 19:58:15+00:00,,https://twitter.com/BeniYaki/status/1245802745333977088,,"['🤤🤤', 'JUST', 'LOOK', 'AT', 'THIS', 'BIG', 'BURRITO', '🌯🌯', 'LA', '’', 'S', 'FIRST', 'HIBACHI', 'BURRITO', 'ONLY', '@', 'BeniYaki', '!', '🔥', 'OPEN', 'DAILY', '12PM', '-', '10PM', '⛽️⛽️⛽️', 'ORDER', 'DELIVERY', 'WITH', '@', 'postmates', '@', 'grubhub', 'ubereats', '@', 'doordash', 'OR', 'CALL', 'US', '(', '213', ')', '378-3677', 'FOR', 'YOHR…', 'https', ':', '//www.instagram.com/p/B-fbWs4h-Tf/', '?', 'igshid=8gonuka6sw35']","['🤤🤤', 'look', 'big', 'burrito', '🌯🌯', 'la', '’', 'first', 'hibachi', 'burrito', 'beniyaki', '🔥', 'open', 'daily', '12pm', '10pm', '⛽️⛽️⛽️', 'order', 'delivery', 'postmates', 'grubhub', 'ubereats', 'doordash', 'call', 'us', '213', '378-3677', 'yohr…', 'http', '//www.instagram.com/p/b-fbws4h-tf/', 'igshid=8gonuka6sw35']",Positive,0.0,0.053,0.947,-0.34,Negative
786,Los Angeles,Some people are so #kruel #uno #crying #streetlevelcafe #opendaily #fullmenu #coffee #breakfast #lunch #takeout #ubereats #grubhub #doordash #postmates @Street Level Cafe https://www.instagram.com/p/B-fPf19h6xn/?igshid=g6vbiycbsv0h,2020-04-02 18:14:37+00:00,#kruel #uno #crying #streetlevelcafe #opendaily #fullmenu #coffee #breakfast #lunch #takeout #ubereats #grubhub #doordash #postmates,https://twitter.com/slcechopark/status/1245776666376507397,,"['Some', 'people', 'are', 'so', '#', 'kruel', '#', 'uno', '#', 'crying', '#', 'streetlevelcafe', '#', 'opendaily', '#', 'fullmenu', '#', 'coffee', '#', 'breakfast', '#', 'lunch', '#', 'takeout', '#', 'ubereats', '#', 'grubhub', '#', 'doordash', '#', 'postmates', '@', 'Street', 'Level', 'Cafe', 'https', ':', '//www.instagram.com/p/B-fPf19h6xn/', '?', 'igshid=g6vbiycbsv0h']","['people', 'kruel', 'uno', 'cry', 'streetlevelcafe', 'opendaily', 'fullmenu', 'coffee', 'breakfast', 'lunch', 'takeout', 'ubereats', 'grubhub', 'doordash', 'postmates', 'street', 'level', 'cafe', 'http', '//www.instagram.com/p/b-fpf19h6xn/', 'igshid=g6vbiycbsv0h']",Positive,0.0,0.134,0.866,-0.4767,Negative
787,Los Angeles,Tacos with the protein of your choice! Vegan options also! We are ready for your take out orders El Segundo 11AM-4PM and MARINA DEL REY 5-8PM‼️ ubereats @postmates also available! Check link in our profile for how… https://www.instagram.com/p/B-fJ5EPHZ9M/?igshid=1nrcegukyg0w8,2020-04-02 17:31:52+00:00,,https://twitter.com/StopByeCafe/status/1245765908221566976,,"['Tacos', 'with', 'the', 'protein', 'of', 'your', 'choice', '!', 'Vegan', 'options', 'also', '!', 'We', 'are', 'ready', 'for', 'your', 'take', 'out', 'orders', 'El', 'Segundo', '11AM-4PM', 'and', 'MARINA', 'DEL', 'REY', '5-8PM‼️', 'ubereats', '@', 'postmates', 'also', 'available', '!', 'Check', 'link', 'in', 'our', 'profile', 'for', 'how…', 'https', ':', '//www.instagram.com/p/B-fJ5EPHZ9M/', '?', 'igshid=1nrcegukyg0w8']","['tacos', 'protein', 'choice', 'vegan', 'option', 'also', 'ready', 'take', 'order', 'el', 'segundo', '11am-4pm', 'marina', 'del', 'rey', '5-8pm‼️', 'ubereats', 'postmates', 'also', 'available', 'check', 'link', 'profile', 'how…', 'http', '//www.instagram.com/p/b-fj5ephz9m/', 'igshid=1nrcegukyg0w8']",Positive,0.079,0.0,0.921,0.3612,Positive
