tweet_count,city,body,date,hashtags,link,geo,tokenized,lematized,tweets_str,cleaned
938,Los Angeles,"I hope when the virus is over Uber Eats and Postmates keep the ""contactless delivery"" option cuz I STILL don't wanna see your ass",2020-03-29 21:11:44+00:00,,https://twitter.com/Guardianxz/status/1244371689296674816,,"['I', 'hope', 'when', 'the', 'virus', 'is', 'over', 'Uber', 'Eats', 'and', 'Postmates', 'keep', 'the', '``', 'contactless', 'delivery', ""''"", 'option', 'cuz', 'I', 'STILL', 'do', ""n't"", 'wan', 'na', 'see', 'your', 'ass']","['I', 'hope', 'when', 'the', 'virus', 'be', 'over', 'Uber', 'Eats', 'and', 'Postmates', 'keep', 'the', '``', 'contactless', 'delivery', ""''"", 'option', 'cuz', 'I', 'STILL', 'do', ""n't"", 'wan', 'na', 'see', 'your', 'as']","I,hope,when,the,virus,be,over,Uber,Eats,and,Postmates,keep,the,``,contactless,delivery,'',option,cuz,I,STILL,do,n't,wan,na,see,your,as","I,hope,,,virus,,,Uber,Eats,,Postmates,keep,,``,contactless,delivery,'',option,cuz,I,STILL,,n',wan,na,see,,"
939,Los Angeles,"My cousin just sent me and Nick a $100 Uber Eats card because my grandma told her we don’t have a fridge to grocery shop rn so getting food has been difficult. Holy shit, I’m so humbled right now. Be good to the family that is good to you, and they’ll have your back 😌😌 ",2020-03-29 20:51:50+00:00,,https://twitter.com/mitchieemonster/status/1244366681549361152,,"['My', 'cousin', 'just', 'sent', 'me', 'and', 'Nick', 'a', '$', '100', 'Uber', 'Eats', 'card', 'because', 'my', 'grandma', 'told', 'her', 'we', 'don', '’', 't', 'have', 'a', 'fridge', 'to', 'grocery', 'shop', 'rn', 'so', 'getting', 'food', 'has', 'been', 'difficult', '.', 'Holy', 'shit', ',', 'I', '’', 'm', 'so', 'humbled', 'right', 'now', '.', 'Be', 'good', 'to', 'the', 'family', 'that', 'is', 'good', 'to', 'you', ',', 'and', 'they', '’', 'll', 'have', 'your', 'back', '😌😌']","['My', 'cousin', 'just', 'send', 'me', 'and', 'Nick', 'a', '$', '100', 'Uber', 'Eats', 'card', 'because', 'my', 'grandma', 'tell', 'her', 'we', 'don', '’', 't', 'have', 'a', 'fridge', 'to', 'grocery', 'shop', 'rn', 'so', 'get', 'food', 'have', 'be', 'difficult', '.', 'Holy', 'shit', ',', 'I', '’', 'm', 'so', 'humble', 'right', 'now', '.', 'Be', 'good', 'to', 'the', 'family', 'that', 'be', 'good', 'to', 'you', ',', 'and', 'they', '’', 'll', 'have', 'your', 'back', '😌😌']","My,cousin,just,send,me,and,Nick,a,$,100,Uber,Eats,card,because,my,grandma,tell,her,we,don,’,t,have,a,fridge,to,grocery,shop,rn,so,get,food,have,be,difficult,.,Holy,shit,,,I,’,m,so,humble,right,now,.,Be,good,to,the,family,that,be,good,to,you,,,and,they,’,ll,have,your,back,😌😌","My,cousin,,send,,,Nick,,$,100,Uber,Eats,card,,,grandma,tell,,,,’,,,,fridge,,grocery,shop,rn,,get,food,,,difficult,.,Holy,shit,,,I,’,,,humble,right,,.,Be,good,,,family,,,good,,,,,,,’,,,,back,😌😌"
940,Los Angeles,I just found out that I can have Starbucks delivered via Uber Eats. I just might make it through this thing.,2020-03-29 19:54:05+00:00,,https://twitter.com/lrayner73/status/1244352147774246912,,"['I', 'just', 'found', 'out', 'that', 'I', 'can', 'have', 'Starbucks', 'delivered', 'via', 'Uber', 'Eats', '.', 'I', 'just', 'might', 'make', 'it', 'through', 'this', 'thing', '.']","['I', 'just', 'find', 'out', 'that', 'I', 'can', 'have', 'Starbucks', 'deliver', 'via', 'Uber', 'Eats', '.', 'I', 'just', 'might', 'make', 'it', 'through', 'this', 'thing', '.']","I,just,find,out,that,I,can,have,Starbucks,deliver,via,Uber,Eats,.,I,just,might,make,it,through,this,thing,.","I,,find,,,I,,,Starbucks,deliver,via,Uber,Eats,.,I,,might,make,,,,thing,."
941,Los Angeles,"Can y’all believe it’s VEGAN? We have options for all your diet restrictions! We’ll be back tomorrow for Take out and ubereats and @postmates ‼️🙏❤️🙌 @El Segundo, California https://www.instagram.com/p/B-U9eYanotH/?igshid=1bg3me5yau0mh",2020-03-29 19:09:45+00:00,,https://twitter.com/StopByeCafe/status/1244340989365563398,,"['Can', 'y', '’', 'all', 'believe', 'it', '’', 's', 'VEGAN', '?', 'We', 'have', 'options', 'for', 'all', 'your', 'diet', 'restrictions', '!', 'We', '’', 'll', 'be', 'back', 'tomorrow', 'for', 'Take', 'out', 'and', 'ubereats', 'and', '@', 'postmates', '‼️🙏❤️🙌', '@', 'El', 'Segundo', ',', 'California', 'https', ':', '//www.instagram.com/p/B-U9eYanotH/', '?', 'igshid=1bg3me5yau0mh']","['Can', 'y', '’', 'all', 'believe', 'it', '’', 's', 'VEGAN', '?', 'We', 'have', 'option', 'for', 'all', 'your', 'diet', 'restriction', '!', 'We', '’', 'll', 'be', 'back', 'tomorrow', 'for', 'Take', 'out', 'and', 'ubereats', 'and', '@', 'postmates', '‼️🙏❤️🙌', '@', 'El', 'Segundo', ',', 'California', 'http', ':', '//www.instagram.com/p/B-U9eYanotH/', '?', 'igshid=1bg3me5yau0mh']","Can,y,’,all,believe,it,’,s,VEGAN,?,We,have,option,for,all,your,diet,restriction,!,We,’,ll,be,back,tomorrow,for,Take,out,and,ubereats,and,@,postmates,‼️🙏❤️🙌,@,El,Segundo,,,California,http,:,//www.instagram.com/p/B-U9eYanotH/,?,igshid=1bg3me5yau0mh","Can,,’,,believe,,’,,VEGAN,?,We,,option,,,,diet,restriction,!,We,’,,,back,tomorrow,,Take,,,ubereats,,@,postmates,‼️🙏❤️🙌,@,El,Segundo,,,California,http,:,//www.instagram.com/p/B-U9eYanotH/,?,igshid=1bg3me5yau0mh"
942,Los Angeles,You don’t know yet? WE SELL Japanese alcohols NOW! All location! Also ToGo fresh noodle and soup set ! #daikokuyainhome #anytimeanywhere #sundayfunday #ordernow #ubereats #delivery #quarantine #drinkinafternoon #beer #japanese #sake #ビール #酒 #昼から飲もう – at Daikokuya,2020-03-29 18:58:57+00:00,#daikokuyainhome #anytimeanywhere #sundayfunday #ordernow #ubereats #delivery #quarantine #drinkinafternoon #beer #japanese #sake,https://twitter.com/DaikokuyaRamen/status/1244338270764322816,,"['You', 'don', '’', 't', 'know', 'yet', '?', 'WE', 'SELL', 'Japanese', 'alcohols', 'NOW', '!', 'All', 'location', '!', 'Also', 'ToGo', 'fresh', 'noodle', 'and', 'soup', 'set', '!', '#', 'daikokuyainhome', '#', 'anytimeanywhere', '#', 'sundayfunday', '#', 'ordernow', '#', 'ubereats', '#', 'delivery', '#', 'quarantine', '#', 'drinkinafternoon', '#', 'beer', '#', 'japanese', '#', 'sake', '#', 'ビール', '#', '酒', '#', '昼から飲もう', '–', 'at', 'Daikokuya']","['You', 'don', '’', 't', 'know', 'yet', '?', 'WE', 'SELL', 'Japanese', 'alcohol', 'NOW', '!', 'All', 'location', '!', 'Also', 'ToGo', 'fresh', 'noodle', 'and', 'soup', 'set', '!', '#', 'daikokuyainhome', '#', 'anytimeanywhere', '#', 'sundayfunday', '#', 'ordernow', '#', 'ubereats', '#', 'delivery', '#', 'quarantine', '#', 'drinkinafternoon', '#', 'beer', '#', 'japanese', '#', 'sake', '#', 'ビール', '#', '酒', '#', '昼から飲もう', '–', 'at', 'Daikokuya']","You,don,’,t,know,yet,?,WE,SELL,Japanese,alcohol,NOW,!,All,location,!,Also,ToGo,fresh,noodle,and,soup,set,!,#,daikokuyainhome,#,anytimeanywhere,#,sundayfunday,#,ordernow,#,ubereats,#,delivery,#,quarantine,#,drinkinafternoon,#,beer,#,japanese,#,sake,#,ビール,#,酒,#,昼から飲もう,–,at,Daikokuya","You,,’,,know,yet,?,WE,SELL,Japanese,alcohol,NOW,!,All,location,!,Also,ToGo,fresh,noodle,,soup,set,!,#,daikokuyainhome,#,anytimeanywhere,#,sundayfunday,#,ordernow,#,ubereats,#,delivery,#,quarantine,#,drinkinafternoon,#,beer,#,japanese,#,sake,#,ビール,#,酒,#,昼から飲もう,–,,Daikokuya"
943,Los Angeles,"Y que vaya aplicando a Uber Eats, porque cuando esta gente regrese (contando que no regrese con las patas por delante) y hable, más nunca su partido va a ganar ni una elección de condominio. ",2020-03-29 17:07:01+00:00,,https://twitter.com/camilo_hdezd/status/1244310105266352128,,"['Y', 'que', 'vaya', 'aplicando', 'a', 'Uber', 'Eats', ',', 'porque', 'cuando', 'esta', 'gente', 'regrese', '(', 'contando', 'que', 'no', 'regrese', 'con', 'las', 'patas', 'por', 'delante', ')', 'y', 'hable', ',', 'más', 'nunca', 'su', 'partido', 'va', 'a', 'ganar', 'ni', 'una', 'elección', 'de', 'condominio', '.']","['Y', 'que', 'vaya', 'aplicando', 'a', 'Uber', 'Eats', ',', 'porque', 'cuando', 'esta', 'gente', 'regrese', '(', 'contando', 'que', 'no', 'regrese', 'con', 'la', 'patas', 'por', 'delante', ')', 'y', 'hable', ',', 'más', 'nunca', 'su', 'partido', 'va', 'a', 'ganar', 'ni', 'una', 'elección', 'de', 'condominio', '.']","Y,que,vaya,aplicando,a,Uber,Eats,,,porque,cuando,esta,gente,regrese,(,contando,que,no,regrese,con,la,patas,por,delante,),y,hable,,,más,nunca,su,partido,va,a,ganar,ni,una,elección,de,condominio,.","Y,que,vaya,aplicando,,Uber,Eats,,,porque,cuando,esta,gente,regrese,(,contando,que,,regrese,con,la,patas,por,delante,),,hable,,,más,nunca,su,partido,va,,ganar,ni,una,elección,de,condominio,."
944,Los Angeles,Good lord and Shake Shack is vheap. Don't you get a credit for using grubhub or uber eats first time?,2020-03-29 02:47:51+00:00,,https://twitter.com/Petecertified/status/1244093887133569025,,"['Good', 'lord', 'and', 'Shake', 'Shack', 'is', 'vheap', '.', 'Do', ""n't"", 'you', 'get', 'a', 'credit', 'for', 'using', 'grubhub', 'or', 'uber', 'eats', 'first', 'time', '?']","['Good', 'lord', 'and', 'Shake', 'Shack', 'be', 'vheap', '.', 'Do', ""n't"", 'you', 'get', 'a', 'credit', 'for', 'use', 'grubhub', 'or', 'uber', 'eats', 'first', 'time', '?']","Good,lord,and,Shake,Shack,be,vheap,.,Do,n't,you,get,a,credit,for,use,grubhub,or,uber,eats,first,time,?","Good,lord,,Shake,Shack,,vheap,.,Do,n',,get,,credit,,use,grubhub,,uber,eats,first,time,?"
945,Los Angeles,Next uber eats/postmates driver that pulls up wit out gloves may catch these hands. 😂,2020-03-29 02:29:46+00:00,,https://twitter.com/JulianBLimitlss/status/1244089337014136832,,"['Next', 'uber', 'eats/postmates', 'driver', 'that', 'pulls', 'up', 'wit', 'out', 'gloves', 'may', 'catch', 'these', 'hands', '.', '😂']","['Next', 'uber', 'eats/postmates', 'driver', 'that', 'pull', 'up', 'wit', 'out', 'glove', 'may', 'catch', 'these', 'hand', '.', '😂']","Next,uber,eats/postmates,driver,that,pull,up,wit,out,glove,may,catch,these,hand,.,😂","Next,uber,eats/postmates,driver,,pull,,wit,,glove,may,catch,,hand,.,😂"
946,Los Angeles,"Hey @UberEats &amp; @Grubhub do you have an explanation for not keeping our drivers safe? I’ve personally given you 7-10 hours per day during a global pandemic and in return I get a “safety recommendations” message before I login. Let’s do the math, shall we?",2020-03-29 02:20:42+00:00,,https://twitter.com/RoseBrown05/status/1244087053597306882,,"['Hey', '@', 'UberEats', '&', 'amp', ';', '@', 'Grubhub', 'do', 'you', 'have', 'an', 'explanation', 'for', 'not', 'keeping', 'our', 'drivers', 'safe', '?', 'I', '’', 've', 'personally', 'given', 'you', '7-10', 'hours', 'per', 'day', 'during', 'a', 'global', 'pandemic', 'and', 'in', 'return', 'I', 'get', 'a', '“', 'safety', 'recommendations', '”', 'message', 'before', 'I', 'login', '.', 'Let', '’', 's', 'do', 'the', 'math', ',', 'shall', 'we', '?']","['Hey', '@', 'UberEats', '&', 'amp', ';', '@', 'Grubhub', 'do', 'you', 'have', 'an', 'explanation', 'for', 'not', 'keep', 'our', 'driver', 'safe', '?', 'I', '’', 've', 'personally', 'give', 'you', '7-10', 'hour', 'per', 'day', 'during', 'a', 'global', 'pandemic', 'and', 'in', 'return', 'I', 'get', 'a', '“', 'safety', 'recommendation', '”', 'message', 'before', 'I', 'login', '.', 'Let', '’', 's', 'do', 'the', 'math', ',', 'shall', 'we', '?']","Hey,@,UberEats,&,amp,;,@,Grubhub,do,you,have,an,explanation,for,not,keep,our,driver,safe,?,I,’,ve,personally,give,you,7-10,hour,per,day,during,a,global,pandemic,and,in,return,I,get,a,“,safety,recommendation,”,message,before,I,login,.,Let,’,s,do,the,math,,,shall,we,?","Hey,@,UberEats,&,amp,;,@,Grubhub,,,,,explanation,,,keep,,driver,safe,?,I,’,,personally,give,,7-10,hour,per,day,,,global,pandemic,,,return,I,get,,“,safety,recommendation,”,message,,I,login,.,Let,’,,,,math,,,shall,,?"
947,Los Angeles,🚨 Our funs in Downtown aria 🚨 Now we have a service on Unereats! Check us on Uner eats!!#ubereats #foodinhome #quarantine #quarantinefoodlife #daikokuya #daikokuyainyourhome #ramen #delivery #gyoza #stayhome #ramendelivery #uber #eats #thankyou #staystrong – at Daikokuya,2020-03-29 01:14:31+00:00,#ubereats #foodinhome #quarantine #quarantinefoodlife #daikokuya #daikokuyainyourhome #ramen #delivery #gyoza #stayhome #stayhome #ramendelivery #uber #eats #thankyou #thankyou #staystrong,https://twitter.com/DaikokuyaRamen/status/1244070399043751936,,"['🚨', 'Our', 'funs', 'in', 'Downtown', 'aria', '🚨', 'Now', 'we', 'have', 'a', 'service', 'on', 'Unereats', '!', 'Check', 'us', 'on', 'Uner', 'eats', '!', '!', '#', 'ubereats', '#', 'foodinhome', '#', 'quarantine', '#', 'quarantinefoodlife', '#', 'daikokuya', '#', 'daikokuyainyourhome', '#', 'ramen', '#', 'delivery', '#', 'gyoza', '#', 'stayhome', '#', 'ramendelivery', '#', 'uber', '#', 'eats', '#', 'thankyou', '#', 'staystrong', '–', 'at', 'Daikokuya']","['🚨', 'Our', 'fun', 'in', 'Downtown', 'aria', '🚨', 'Now', 'we', 'have', 'a', 'service', 'on', 'Unereats', '!', 'Check', 'us', 'on', 'Uner', 'eats', '!', '!', '#', 'ubereats', '#', 'foodinhome', '#', 'quarantine', '#', 'quarantinefoodlife', '#', 'daikokuya', '#', 'daikokuyainyourhome', '#', 'ramen', '#', 'delivery', '#', 'gyoza', '#', 'stayhome', '#', 'ramendelivery', '#', 'uber', '#', 'eats', '#', 'thankyou', '#', 'staystrong', '–', 'at', 'Daikokuya']","🚨,Our,fun,in,Downtown,aria,🚨,Now,we,have,a,service,on,Unereats,!,Check,us,on,Uner,eats,!,!,#,ubereats,#,foodinhome,#,quarantine,#,quarantinefoodlife,#,daikokuya,#,daikokuyainyourhome,#,ramen,#,delivery,#,gyoza,#,stayhome,#,ramendelivery,#,uber,#,eats,#,thankyou,#,staystrong,–,at,Daikokuya","🚨,Our,fun,,Downtown,aria,🚨,Now,,,,service,,Unereats,!,Check,us,,Uner,eats,!,!,#,ubereats,#,foodinhome,#,quarantine,#,quarantinefoodlife,#,daikokuya,#,daikokuyainyourhome,#,ramen,#,delivery,#,gyoza,#,stayhome,#,ramendelivery,#,uber,#,eats,#,thankyou,#,staystrong,–,,Daikokuya"
948,Los Angeles,🍺 the bottle sale continues 🍺 . . . Zoom in to see the selection. Order in person or online. ☎️ 562.927.0114 📲 ubereats @chownow @doordash @postmates . . . . #craftbeer #craftbeergeek #craftbeernerd… https://www.instagram.com/p/B-SmfdTpM7t/?igshid=zm2idra91ba1,2020-03-28 20:25:25+00:00,#craftbeer #craftbeergeek #craftbeernerd,https://twitter.com/unclehenrysdeli/status/1243997644919386113,,"['🍺', 'the', 'bottle', 'sale', 'continues', '🍺', '.', '.', '.', 'Zoom', 'in', 'to', 'see', 'the', 'selection', '.', 'Order', 'in', 'person', 'or', 'online', '.', '☎️', '562.927.0114', '📲', 'ubereats', '@', 'chownow', '@', 'doordash', '@', 'postmates', '.', '.', '.', '.', '#', 'craftbeer', '#', 'craftbeergeek', '#', 'craftbeernerd…', 'https', ':', '//www.instagram.com/p/B-SmfdTpM7t/', '?', 'igshid=zm2idra91ba1']","['🍺', 'the', 'bottle', 'sale', 'continue', '🍺', '.', '.', '.', 'Zoom', 'in', 'to', 'see', 'the', 'selection', '.', 'Order', 'in', 'person', 'or', 'online', '.', '☎️', '562.927.0114', '📲', 'ubereats', '@', 'chownow', '@', 'doordash', '@', 'postmates', '.', '.', '.', '.', '#', 'craftbeer', '#', 'craftbeergeek', '#', 'craftbeernerd…', 'http', ':', '//www.instagram.com/p/B-SmfdTpM7t/', '?', 'igshid=zm2idra91ba1']","🍺,the,bottle,sale,continue,🍺,.,.,.,Zoom,in,to,see,the,selection,.,Order,in,person,or,online,.,☎️,562.927.0114,📲,ubereats,@,chownow,@,doordash,@,postmates,.,.,.,.,#,craftbeer,#,craftbeergeek,#,craftbeernerd…,http,:,//www.instagram.com/p/B-SmfdTpM7t/,?,igshid=zm2idra91ba1","🍺,,bottle,sale,continue,🍺,.,.,.,Zoom,,,see,,selection,.,Order,,person,,online,.,☎️,562.927.0114,📲,ubereats,@,chownow,@,doordash,@,postmates,.,.,.,.,#,craftbeer,#,craftbeergeek,#,craftbeernerd…,http,:,//www.instagram.com/p/B-SmfdTpM7t/,?,igshid=zm2idra91ba1"
949,Los Angeles,Check @UberEats — It has been my bestie throughout all this lockdown stuff.,2020-03-28 19:49:19+00:00,,https://twitter.com/BrentleyBawn/status/1243988560794882048,,"['Check', '@', 'UberEats', '—', 'It', 'has', 'been', 'my', 'bestie', 'throughout', 'all', 'this', 'lockdown', 'stuff', '.']","['Check', '@', 'UberEats', '—', 'It', 'have', 'be', 'my', 'bestie', 'throughout', 'all', 'this', 'lockdown', 'stuff', '.']","Check,@,UberEats,—,It,have,be,my,bestie,throughout,all,this,lockdown,stuff,.","Check,@,UberEats,—,It,,,,bestie,throughout,,,lockdown,stuff,."
950,Los Angeles,"HAPPY SATURDAY! We’re OPEN!... Jerk Vegan Bowl 🌿. Order Online at http://abeautifullifecafe.com , POSTMATES, UBEREATS, CAVIAR, &amp; DOORDASH . . . . . . #jamaicanvegan #jamaicanveganfood #jamaicanvegan #vegan #veggielover… https://www.instagram.com/p/B-SfGOzBcBl/?igshid=106glsuybukch",2020-03-28 19:20:48+00:00,#jamaicanvegan #jamaicanveganfood #jamaicanvegan #vegan #veggielover,https://twitter.com/abljamaicanfood/status/1243981382407217153,,"['HAPPY', 'SATURDAY', '!', 'We', '’', 're', 'OPEN', '!', '...', 'Jerk', 'Vegan', 'Bowl', '🌿', '.', 'Order', 'Online', 'at', 'http', ':', '//abeautifullifecafe.com', ',', 'POSTMATES', ',', 'UBEREATS', ',', 'CAVIAR', ',', '&', 'amp', ';', 'DOORDASH', '.', '.', '.', '.', '.', '.', '#', 'jamaicanvegan', '#', 'jamaicanveganfood', '#', 'jamaicanvegan', '#', 'vegan', '#', 'veggielover…', 'https', ':', '//www.instagram.com/p/B-SfGOzBcBl/', '?', 'igshid=106glsuybukch']","['HAPPY', 'SATURDAY', '!', 'We', '’', 're', 'OPEN', '!', '...', 'Jerk', 'Vegan', 'Bowl', '🌿', '.', 'Order', 'Online', 'at', 'http', ':', '//abeautifullifecafe.com', ',', 'POSTMATES', ',', 'UBEREATS', ',', 'CAVIAR', ',', '&', 'amp', ';', 'DOORDASH', '.', '.', '.', '.', '.', '.', '#', 'jamaicanvegan', '#', 'jamaicanveganfood', '#', 'jamaicanvegan', '#', 'vegan', '#', 'veggielover…', 'http', ':', '//www.instagram.com/p/B-SfGOzBcBl/', '?', 'igshid=106glsuybukch']","HAPPY,SATURDAY,!,We,’,re,OPEN,!,...,Jerk,Vegan,Bowl,🌿,.,Order,Online,at,http,:,//abeautifullifecafe.com,,,POSTMATES,,,UBEREATS,,,CAVIAR,,,&,amp,;,DOORDASH,.,.,.,.,.,.,#,jamaicanvegan,#,jamaicanveganfood,#,jamaicanvegan,#,vegan,#,veggielover…,http,:,//www.instagram.com/p/B-SfGOzBcBl/,?,igshid=106glsuybukch","HAPPY,SATURDAY,!,We,’,,OPEN,!,...,Jerk,Vegan,Bowl,🌿,.,Order,Online,,http,:,//abeautifullifecafe.com,,,POSTMATES,,,UBEREATS,,,CAVIAR,,,&,amp,;,DOORDASH,.,.,.,.,.,.,#,jamaicanvegan,#,jamaicanveganfood,#,jamaicanvegan,#,vegan,#,veggielover…,http,:,//www.instagram.com/p/B-SfGOzBcBl/,?,igshid=106glsuybukch"
951,Los Angeles,@jahova33604 we still out here working DM Tag for pickup doing deliveries CASH #uber #lyft #ubereats @Downtown Los Angeles https://www.instagram.com/p/B-RqisslGoU/?igshid=mfo9ebbpqty8,2020-03-28 11:41:32+00:00,#uber #lyft #ubereats,https://twitter.com/jahova33604/status/1243865806670307330,,"['@', 'jahova33604', 'we', 'still', 'out', 'here', 'working', 'DM', 'Tag', 'for', 'pickup', 'doing', 'deliveries', 'CASH', '#', 'uber', '#', 'lyft', '#', 'ubereats', '@', 'Downtown', 'Los', 'Angeles', 'https', ':', '//www.instagram.com/p/B-RqisslGoU/', '?', 'igshid=mfo9ebbpqty8']","['@', 'jahova33604', 'we', 'still', 'out', 'here', 'work', 'DM', 'Tag', 'for', 'pickup', 'do', 'delivery', 'CASH', '#', 'uber', '#', 'lyft', '#', 'ubereats', '@', 'Downtown', 'Los', 'Angeles', 'http', ':', '//www.instagram.com/p/B-RqisslGoU/', '?', 'igshid=mfo9ebbpqty8']","@,jahova33604,we,still,out,here,work,DM,Tag,for,pickup,do,delivery,CASH,#,uber,#,lyft,#,ubereats,@,Downtown,Los,Angeles,http,:,//www.instagram.com/p/B-RqisslGoU/,?,igshid=mfo9ebbpqty8","@,jahova33604,,still,,,work,DM,Tag,,pickup,,delivery,CASH,#,uber,#,lyft,#,ubereats,@,Downtown,Los,Angeles,http,:,//www.instagram.com/p/B-RqisslGoU/,?,igshid=mfo9ebbpqty8"
952,Los Angeles,🍱🍣🥟🍤 ➖rollcallla is still open! ➖PICK UP &amp; DELIVERY ‼️ ➖Deal for ubereats Spend $40 save $11 ➖Can also order w/ @Postmates @doordash @Grubhub 🚚 📌 ➖💁🏾‍♀️My Favs: ➖Honey Walnut Shrimp🍤 ➖Green Train Roll🚃 ➖Rising Sun… https://www.instagram.com/p/B-QzppkFySF/?igshid=18qlq18wfz887,2020-03-28 03:41:55+00:00,,https://twitter.com/AlwaysEating__/status/1243745103631372288,,"['🍱🍣🥟🍤', '➖rollcallla', 'is', 'still', 'open', '!', '➖PICK', 'UP', '&', 'amp', ';', 'DELIVERY', '‼️', '➖Deal', 'for', 'ubereats', 'Spend', '$', '40', 'save', '$', '11', '➖Can', 'also', 'order', 'w/', '@', 'Postmates', '@', 'doordash', '@', 'Grubhub', '🚚', '📌', '➖💁🏾\u200d♀️My', 'Favs', ':', '➖Honey', 'Walnut', 'Shrimp🍤', '➖Green', 'Train', 'Roll🚃', '➖Rising', 'Sun…', 'https', ':', '//www.instagram.com/p/B-QzppkFySF/', '?', 'igshid=18qlq18wfz887']","['🍱🍣🥟🍤', '➖rollcallla', 'be', 'still', 'open', '!', '➖PICK', 'UP', '&', 'amp', ';', 'DELIVERY', '‼️', '➖Deal', 'for', 'ubereats', 'Spend', '$', '40', 'save', '$', '11', '➖Can', 'also', 'order', 'w/', '@', 'Postmates', '@', 'doordash', '@', 'Grubhub', '🚚', '📌', '➖💁🏾\u200d♀️My', 'Favs', ':', '➖Honey', 'Walnut', 'Shrimp🍤', '➖Green', 'Train', 'Roll🚃', '➖Rising', 'Sun…', 'http', ':', '//www.instagram.com/p/B-QzppkFySF/', '?', 'igshid=18qlq18wfz887']","🍱🍣🥟🍤,➖rollcallla,be,still,open,!,➖PICK,UP,&,amp,;,DELIVERY,‼️,➖Deal,for,ubereats,Spend,$,40,save,$,11,➖Can,also,order,w/,@,Postmates,@,doordash,@,Grubhub,🚚,📌,➖💁🏾‍♀️My,Favs,:,➖Honey,Walnut,Shrimp🍤,➖Green,Train,Roll🚃,➖Rising,Sun…,http,:,//www.instagram.com/p/B-QzppkFySF/,?,igshid=18qlq18wfz887","🍱🍣🥟🍤,➖rollcallla,,still,open,!,➖PICK,UP,&,amp,;,DELIVERY,‼️,➖Deal,,ubereats,Spend,$,40,save,$,11,➖Can,also,order,w/,@,Postmates,@,doordash,@,Grubhub,🚚,📌,➖💁🏾‍♀️My,Favs,:,➖Honey,Walnut,Shrimp🍤,➖Green,Train,Roll🚃,➖Rising,Sun…,http,:,//www.instagram.com/p/B-QzppkFySF/,?,igshid=18qlq18wfz887"
