tweet_count,city,body,date,hashtags,link,geo
467,Los Angeles,#stayyolk @GreenTruck’s Paleo Bowl feat. @NimanRanch bacon ORDER NOW on @UberEats + @Grubhub + @DoorDash + @ChowNow 👉🏽 http://www.thefoodtruckstop.com 👈🏽 #TheGreatAmericanTakeout #food #doordash #ubereats #chownow #grubhub #culvercity #wednesdaymorning #paleo,2020-05-27 16:36:35+00:00,#stayyolk #TheGreatAmericanTakeout #food #doordash #ubereats #chownow #grubhub #culvercity #wednesdaymorning #paleo,https://twitter.com/Thetruckstop_LA/status/1265683329480749056,
468,Los Angeles,@Countryman_John make sure you’re sanitized for ubereats,2020-05-27 14:02:47+00:00,,https://twitter.com/buttista1/status/1265644622946025473,
469,Los Angeles,TUESDAY May 26 we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE SOCIAL DISTANCING… https://www.instagram.com/p/CArCAUcjibH/?igshid=q0catk3c1oyp,2020-05-27 01:10:24+00:00,,https://twitter.com/BEWAREOFDANGER/status/1265450245632036864,
470,Los Angeles,MONDAY MAY 25th MEMORIAL DAY we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE… https://www.instagram.com/p/CAosmyJDtoC/?igshid=bo0d6ttrombs,2020-05-26 03:24:56+00:00,,https://twitter.com/BEWAREOFDANGER/status/1265121717476712448,
471,Los Angeles,@UberEats is trash. Motherfucker really said he delivered it to my door and I never got shit,2020-05-26 02:24:15+00:00,,https://twitter.com/Mcgainzzz/status/1265106442492600320,
472,Los Angeles,Got a dozen @dunkindonuts donuts via ubereats! #Dtla #losangeles #la #hollywood #california #downtownla #streetphotography #art #photography #music #beverlyhills #love #fashion #santamonica #instagood #socal… https://www.instagram.com/p/CAodSzoJ5Uw/?igshid=eamkzwgjdjtj,2020-05-26 01:11:08+00:00,#Dtla #losangeles #la #hollywood #california #downtownla #streetphotography #art #photography #music #beverlyhills #love #fashion #santamonica #instagood #socal,https://twitter.com/RikiYamada/status/1265088041770778626,
473,Los Angeles,MONDAY MAY 25th MEMORIAL DAY we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE… https://www.instagram.com/p/CAoNwUrDrx0/?igshid=io93s4pgjklc,2020-05-25 22:56:16+00:00,,https://twitter.com/BEWAREOFDANGER/status/1265054103312330753,
474,Los Angeles,#july can’t come sooner. And the great thing is I was #thick before #corona made it cool lol. ubereats got us out here working on our personalities! . . . . . . . . #coronadiet #dontstopeating #dc #summersmash… https://www.instagram.com/p/CAntgy7JTGw/?igshid=19ivdle3t79t,2020-05-25 18:13:35+00:00,#july #thick #corona #coronadiet #dontstopeating #dc #summersmash,https://twitter.com/ToneDefTaborn/status/1264982964569624577,
475,Los Angeles,MONDAY MAY 25th IT’S MEMORIAL DAY we’re at ⭐️HOLLYWOOD WALK OF FAME ⭐️📍6411 Hollywood Blvd Los Angeles CA 90028 from 3pm-12am🕒🕛ORDER ONLINE ubereats @grubhub @postmates🚲🚘CALL 949-280-2796☎️PICK UP ONLY!!… https://www.instagram.com/p/CAnqDJMjuGt/?igshid=kdbiwmopf5bp,2020-05-25 17:43:20+00:00,,https://twitter.com/BEWAREOFDANGER/status/1264975353124196355,
476,Los Angeles,"🍩JERK DONUTS are BACK 🇯🇲💛... We’re OPEN 11am-7pm 🇯🇲 order at http://abeautifullifecafe.com, UBEREATS, POSTMATES, CAVIAR &amp; DOORDASH or PICK UP/TAKE OUT at 216 S Spring st. DTLA/ Call Ahead: 📱 (213) 972.9900 . . . . . .… https://www.instagram.com/p/CAmft4zHIq7/?igshid=16rvrta0neul4",2020-05-25 06:53:48+00:00,,https://twitter.com/abljamaicanfood/status/1264811890540023808,
477,Los Angeles,"@UberEats: so efficient they deliver... inside my house? Very sketch, guys ",2020-05-25 02:39:53+00:00,,https://twitter.com/DavidMSamuels/status/1264747989760786433,
478,Los Angeles,"@ubereats is so full of shit, they send out these promos and then they never even work 🙄 @uber_support it doesn't expire until June 1 and the app says it already is",2020-05-25 00:43:09+00:00,,https://twitter.com/lizadye/status/1264718613186924544,
479,Los Angeles,@UberEats how to use Uber Cash on future order? ,2020-05-24 17:59:46+00:00,,https://twitter.com/kevynkarson/status/1264617097335762945,
480,Los Angeles,"@Postmates so because your driver left my food at the wrong apartments its my fault. I guess I should indefinitely move all my business to @UberEats at least they get my food to me everytime, and when they make a mistake they do right by the customer. Now I'm down $45 and no meal ",2020-05-24 14:12:43+00:00,,https://twitter.com/MarioRazo3/status/1264559960584646659,
481,Los Angeles,You hath been deceived.,2020-05-24 07:06:39+00:00,,https://twitter.com/JoshDenny/status/1264452737179070464,
482,Los Angeles,I have the least amount of issues with @UberEats - their drivers almost always bring to my door. It’s because their ratings actually matter to their employment.,2020-05-24 06:26:43+00:00,,https://twitter.com/JoshDenny/status/1264442688205516800,
483,Los Angeles,"To those drinking beer/wine daily, working from home, got Ubereats daily for the past two months. To those who got to splurge with their stimulus check and now are back their usual drinking out bars/restaurants routine during a pandemic. Tell me more about your ""liberation"" ",2020-05-24 05:55:18+00:00,,https://twitter.com/MichelChaires/status/1264434783045615616,
484,Los Angeles,"I was gonna order food on Uber Eats, Postmates, and GrubHub, but they were ALL giving me problems. So I guess I’ll just dramatically starve tonight, but be happy cause I get to keep money in my pocket. 🙃",2020-05-24 03:35:32+00:00,,https://twitter.com/KthleenGuevara/status/1264399608031002625,
485,Los Angeles,I crawled into my bed at 8 pm and am waiting for Uber Eats because that’s all the energy I’ve got left today and that’s okay. ,2020-05-24 03:29:30+00:00,,https://twitter.com/delaniejanedoe/status/1264398090221416448,
486,Los Angeles,SATURDAY May 23 we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE SOCIAL DISTANCING… https://www.instagram.com/p/CAjLpo3jvpx/?igshid=1g4j97zzr5gp5,2020-05-24 00:00:47+00:00,,https://twitter.com/BEWAREOFDANGER/status/1264345561873997834,
487,Los Angeles,"Man! @Uber_Support @UberEats y’all ducking me, my order was missing items and y’all started a convo through dm and left me there 🤨🤨",2020-05-23 21:40:14+00:00,,https://twitter.com/yphmels/status/1264310193891848193,
488,Los Angeles,@UberEats i need help 🚨 dm,2020-05-23 21:23:09+00:00,,https://twitter.com/yphmels/status/1264305893786546176,
489,Los Angeles,"Ubereats even tho my lunch break been over, idgaf",2020-05-23 19:50:13+00:00,,https://twitter.com/bossum_/status/1264282505990963201,
490,Los Angeles,FRIDAY FRIES ALL DAY!!🍟 May 22 we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE… https://www.instagram.com/p/CAg47djjK7J/?igshid=1a94z8fo2yhk5,2020-05-23 02:38:42+00:00,,https://twitter.com/BEWAREOFDANGER/status/1264022916188057600,
491,Los Angeles,"if someone could just ubereats/postmate/ BRING ME california rolls like a bunch, i would be ever so grateful &amp; even marry you. i’m at work btw so lmk &amp; i’ll send the addy 😭😭😭",2020-05-23 02:24:02+00:00,,https://twitter.com/DaanielleLee/status/1264019227674947584,
492,Los Angeles,Thank you😊 https://californiathroughmylens.com/daikokuya-ramen #californiathroughmylens #daikokuya #ramen #daikokuyaramen #littletokyo #losangeles #la #dtla #montereypark #elmonte #sawtelle #sunset #littleosaka #westla #lovelt #golittletokyo #togo #ubereats #postmates #grubhub #doordash #chownow #caviar – at Daikokuya,2020-05-22 23:30:55+00:00,#californiathroughmylens #daikokuya #ramen #daikokuyaramen #littletokyo #losangeles #la #dtla #montereypark #elmonte #sawtelle #sunset #littleosaka #westla #lovelt #golittletokyo #togo #ubereats #postmates #grubhub #doordash #chownow #caviar,https://twitter.com/DaikokuyaRamen/status/1263975658088099840,
493,Los Angeles,FRIDAY FRIES ALL DAY!!🍟 May 22 we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE… https://www.instagram.com/p/CAgPd71Dfiq/?igshid=15gyc78045ugk,2020-05-22 20:36:24+00:00,,https://twitter.com/BEWAREOFDANGER/status/1263931740571070466,
494,Los Angeles,"I went to 7/11 with my man to get drinks tonight, and we ordered Uber eats. Well Uber showed up, and we were still down the street. So I told him to go get the food and I'd meet him. I'm ON THE MF CORNER ready to cross the street, and I can see Jahkobi getting the food...",2020-05-22 09:43:04+00:00,,https://twitter.com/abbeydabby1234/status/1263767325892698112,
495,Los Angeles,THURSDAY May 21 we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE SOCIAL DISTANCING… https://www.instagram.com/p/CAebohHD9gx/?igshid=kqmz8z5kp93e,2020-05-22 03:44:13+00:00,,https://twitter.com/BEWAREOFDANGER/status/1263677016810885120,
496,Los Angeles,THURSDAY May 21 we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE SOCIAL DISTANCING… https://www.instagram.com/p/CAeGEdqDkaI/?igshid=g45yyiho1xjr,2020-05-22 00:35:47+00:00,,https://twitter.com/BEWAREOFDANGER/status/1263629596697780225,
497,Los Angeles,Can’t get out? #postmates #doordash #ubereats #grubhub ... #montebello #picorivera #whittier #cityofcommerce #sgveats #montereypark #eaterla #lafoodie #eatlocal… https://www.instagram.com/p/CAd4rVIg-_E/?igshid=zj859vdvpcgp,2020-05-21 22:38:45+00:00,#postmates #doordash #ubereats #grubhub #montebello #picorivera #whittier #cityofcommerce #sgveats #montereypark #eaterla #lafoodie #eatlocal,https://twitter.com/SalvatoreRest/status/1263600144555159554,
498,Los Angeles,"LA is hilarious, there’s no way my uber eats is getting delivered on a bicycle",2020-05-21 21:16:16+00:00,,https://twitter.com/Raeonaa/status/1263579387170967557,
499,Los Angeles,When you invite the uber eats guy into the studio ,2020-05-21 20:19:14+00:00,,https://twitter.com/screwyounick/status/1263565032643682305,
500,Los Angeles,"The fact my neighborhood restaurants are giving me a 15% discount for buying food directly from them and not online, and are still making a better profit margin than if I used GrubHub or Uber eats, shows just how fundamentally predatory those companies are. #boycottgrubhub",2020-05-21 19:56:18+00:00,#boycottgrubhub,https://twitter.com/sargonas/status/1263559262665465856,
501,Los Angeles,Hazme la transferencia y pido una por UberEats.🤪,2020-05-21 06:27:45+00:00,,https://twitter.com/nellyromero11/status/1263355783695106048,
502,Los Angeles,WEDNESDAY May 20th we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE SOCIAL… https://www.instagram.com/p/CAb7Bx9j29t/?igshid=41liyeyyzc48,2020-05-21 04:20:51+00:00,,https://twitter.com/BEWAREOFDANGER/status/1263323846351912960,
503,Los Angeles,WEDNESDAY May 20th we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE SOCIAL… https://www.instagram.com/p/CAb0A02jBSp/?igshid=k8as80u3jwld,2020-05-21 03:19:32+00:00,,https://twitter.com/BEWAREOFDANGER/status/1263308417894146049,
504,Los Angeles,Uber eats one from somewhere,2020-05-20 23:02:31+00:00,,https://twitter.com/TI_Andinater/status/1263243735434817537,
505,Los Angeles,"Postmates and UberEats are so whack and corny for their “Support Restaurants” campaigns. Not only are we overpaying for orders, but they’re also ROBBING restaurants by charging exorbitant fees (upwards of 30% of the total). So wrong and disgusting. Order direct if you can.",2020-05-20 21:42:25+00:00,,https://twitter.com/maybejoyce_/status/1263223580600307712,
506,Los Angeles,it is unfortunately on uber eats.,2020-05-20 07:38:20+00:00,,https://twitter.com/tentwentysixpm/status/1263011157977096192,
507,Los Angeles,TUESDAY May19th we’re at 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL 949-280-2796 PICK UP ONLY!!!☎️ PRACTICE SOCIAL DISTANCING… https://www.instagram.com/p/CAYz62mDpMC/?igshid=58ywob20t82p,2020-05-19 23:21:00+00:00,,https://twitter.com/BEWAREOFDANGER/status/1262885998700224512,
508,Los Angeles,"Healthy, colorful Mediterranean cuisine is calling out to you. SEASONING ALLEY has all your favorites for curbside pickup. Call 818-249-4949 to order. They also offer Uber Eats delivery options on their website.… https://www.instagram.com/p/CAYnh_OBYE6/?igshid=1l6jl8gooijhp",2020-05-19 21:32:44+00:00,,https://twitter.com/shopmontrose/status/1262858752774025219,
509,Los Angeles,Many residents who hoped to buy takeout which would keep local restaurants alive get played by Chuck E. Cheese. #eccunion #pizza #Covid_19 #food #foodwaste #TheGreatAmericanTakeout #foodie #UberEats #southbay,2020-05-19 19:03:43+00:00,#eccunion #pizza #Covid_19 #food #foodwaste #TheGreatAmericanTakeout #foodie #UberEats #southbay,https://twitter.com/LTahlier/status/1262821253255098368,
510,Los Angeles,Uber eats been spankin my pockets all Quarantine,2020-05-19 17:51:37+00:00,,https://twitter.com/_MCKENTON_/status/1262803109555757056,
511,Los Angeles,All this money set on fire *while also* putting countless beloved food joints in bankruptcy danger. “Grubhub just lost $33M on $360M of revenue in Q1. “Doordash lost an insane $450M off $900M in revenue in 2019... “Uber Eats lost $461M in Q4 2019 off of revenue of $734M.” ,2020-05-19 06:08:25+00:00,,https://twitter.com/slhamlet/status/1262626141862420482,
512,Los Angeles,Cc @DashBridges,2020-05-19 04:57:17+00:00,,https://twitter.com/TheRideshareGuy/status/1262608240694530049,
513,Los Angeles,So Uber eats was ripping me off. Whenever my son placed an order there was always a second order placed that same day. Didn’t catch it right away but when I did and sent them a message they never messaged me back. I gave them the details they wanted and never messaged me back.,2020-05-18 23:49:38+00:00,,https://twitter.com/ValramAngela/status/1262530818963996672,
514,Los Angeles,Just deleted the @UberEats app. I’ll be sure to go pick up the food myself from now on.,2020-05-18 21:49:45+00:00,,https://twitter.com/mannyinlofi/status/1262500649780076551,
515,Los Angeles,No we have #UberEats #POSTMATES #Grubhub what about y’all 🤷🏽‍♂️😂,2020-05-18 20:37:57+00:00,#UberEats #POSTMATES #Grubhub,https://twitter.com/DaGman7/status/1262482580797927424,
516,Los Angeles,Explain,2020-05-18 17:18:38+00:00,,https://twitter.com/radicaltone91/status/1262432422211096582,
517,Los Angeles,ubereats to the rescue. @dirt_dog_la coming in clutch with the junk food • Flaming Dog • Elote Fries • Flaming Corn • #hotcheetos #takis #habanero #hotdog #bacondog #dirtdog #dirtdogla #elote #elotefries #flamingdog… https://www.instagram.com/p/CAUAzf7lDP1/?igshid=1le0dbegaiuyq,2020-05-18 02:37:21+00:00,#hotcheetos #takis #habanero #hotdog #bacondog #dirtdog #dirtdogla #elote #elotefries #flamingdog,https://twitter.com/romerophoto/status/1262210639310630914,
518,Los Angeles,ubereats to the rescue. @dirt_dog_la coming in clutch with the junk food • Flaming Dog • Elote Fries • Flaming Corn • #hotcheetos #takis #habanero #hotdog #bacondog #dirtdog #dirtdogla #elote #elotefries #flamingdog… https://www.instagram.com/p/CAUAhOFDlHV/?igshid=16lozgj3tldss,2020-05-18 02:34:53+00:00,#hotcheetos #takis #habanero #hotdog #bacondog #dirtdog #dirtdogla #elote #elotefries #flamingdog,https://twitter.com/forkandvalise/status/1262210017308139521,
519,Los Angeles,3/3: to be handling your customers’ food with such dismissal of what is necessary to protect those who use your service. I WILL NOT be using @UberEats knowing that such individuals are handling your deliveries.,2020-05-18 02:05:02+00:00,,https://twitter.com/mannyinlofi/status/1262202505003327488,
